189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 145 ms, execution time: 12 ms, waiting time: 86 ms, processed by Server 4)
5996338 getPopulationofCountry Senegal Zone:3 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 3)
3989252 getPopulationofCountry Nepal Zone:5 (turnaround time: 91 ms, execution time: 7 ms, waiting time: 82 ms, processed by Server 5)
3989252 getPopulationofCountry Nepal Zone:5 (turnaround time: 91 ms, execution time: 4 ms, waiting time: 84 ms, processed by Server 5)
3989252 getPopulationofCountry Nepal Zone:5 (turnaround time: 89 ms, execution time: 5 ms, waiting time: 83 ms, processed by Server 5)
3989252 getPopulationofCountry Nepal Zone:5 (turnaround time: 89 ms, execution time: 5 ms, waiting time: 81 ms, processed by Server 5)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 3)
3639169 getPopulationofCountry Cambodia Zone:2 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 2)
1070 getPopulationofCountry Tokelau Zone:1 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
1930662 getPopulationofCountry Kyrgyzstan Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 1)
1930662 getPopulationofCountry Kyrgyzstan Zone:1 (turnaround time: 189 ms, execution time: 6 ms, waiting time: 181 ms, processed by Server 1)
184225 getPopulationofCountry Guam Zone:4 (turnaround time: 193 ms, execution time: 48 ms, waiting time: 133 ms, processed by Server 4)
1930662 getPopulationofCountry Kyrgyzstan Zone:1 (turnaround time: 168 ms, execution time: 28 ms, waiting time: 133 ms, processed by Server 1)
1930662 getPopulationofCountry Kyrgyzstan Zone:1 (turnaround time: 325 ms, execution time: 99 ms, waiting time: 130 ms, processed by Server 1)
1930662 getPopulationofCountry Kyrgyzstan Zone:1 (turnaround time: 263 ms, execution time: 2 ms, waiting time: 218 ms, processed by Server 1)
736951 getPopulationofCountry Gambia Zone:2 (turnaround time: 348 ms, execution time: 11 ms, waiting time: 87 ms, processed by Server 2)
9362428 getPopulationofCountry Sweden Zone:2 (turnaround time: 113 ms, execution time: 3 ms, waiting time: 103 ms, processed by Server 2)
1930662 getPopulationofCountry Kyrgyzstan Zone:2 (turnaround time: 97 ms, execution time: 4 ms, waiting time: 83 ms, processed by Server 2)
15411242 getPopulationofCountry Belgium Zone:3 (turnaround time: 144 ms, execution time: 46 ms, waiting time: 92 ms, processed by Server 3)
1073335 getPopulationofCountry Botswana Zone:5 (turnaround time: 461 ms, execution time: 154 ms, waiting time: 96 ms, processed by Server 5)
10382487 getPopulationofCountry Hungary Zone:4 (turnaround time: 134 ms, execution time: 7 ms, waiting time: 88 ms, processed by Server 4)
4722032 getPopulationofCountry Guinea Zone:4 (turnaround time: 116 ms, execution time: 5 ms, waiting time: 94 ms, processed by Server 4)
1073335 getPopulationofCountry Botswana Zone:5 (turnaround time: 509 ms, execution time: 139 ms, waiting time: 247 ms, processed by Server 5)
736951 getPopulationofCountry Gambia Zone:2 (turnaround time: 155 ms, execution time: 3 ms, waiting time: 115 ms, processed by Server 2)
10382487 getPopulationofCountry Hungary Zone:5 (turnaround time: 363 ms, execution time: 44 ms, waiting time: 268 ms, processed by Server 5)
4803355 getPopulationofCountry Serbia Zone:2 (turnaround time: 127 ms, execution time: 3 ms, waiting time: 114 ms, processed by Server 2)
4803355 getPopulationofCountry Serbia Zone:2 (turnaround time: 114 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 2)
10382487 getPopulationofCountry Hungary Zone:5 (turnaround time: 316 ms, execution time: 13 ms, waiting time: 275 ms, processed by Server 5)
10382487 getPopulationofCountry Hungary Zone:5 (turnaround time: 286 ms, execution time: 7 ms, waiting time: 252 ms, processed by Server 5)
3328228 getPopulationofCountry Honduras Zone:4 (turnaround time: 118 ms, execution time: 5 ms, waiting time: 84 ms, processed by Server 4)
10382487 getPopulationofCountry Hungary Zone:5 (turnaround time: 285 ms, execution time: 18 ms, waiting time: 244 ms, processed by Server 5)
61881622 getPopulationofCountry Philippines Zone:2 (turnaround time: 147 ms, execution time: 5 ms, waiting time: 89 ms, processed by Server 2)
61881622 getPopulationofCountry Philippines Zone:2 (turnaround time: 104 ms, execution time: 4 ms, waiting time: 90 ms, processed by Server 2)
61881622 getPopulationofCountry Philippines Zone:2 (turnaround time: 126 ms, execution time: 9 ms, waiting time: 93 ms, processed by Server 2)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 147 ms, execution time: 14 ms, waiting time: 84 ms, processed by Server 2)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 133 ms, execution time: 7 ms, waiting time: 105 ms, processed by Server 2)
2579609 getPopulationofCountry Oman Zone:1 (turnaround time: 528 ms, execution time: 405 ms, waiting time: 101 ms, processed by Server 1)
132 getNumberofCities Uganda 66374 max Zone:2 (turnaround time: 122 ms, execution time: 17 ms, waiting time: 91 ms, processed by Server 2)
13 getNumberofCities Paraguay 60264 min Zone:1 (turnaround time: 147 ms, execution time: 26 ms, waiting time: 93 ms, processed by Server 1)
9 getNumberofCities Uganda 66374 min Zone:2 (turnaround time: 105 ms, execution time: 7 ms, waiting time: 90 ms, processed by Server 2)
776 getNumberofCities China 76957 min Zone:1 (turnaround time: 174 ms, execution time: 5 ms, waiting time: 119 ms, processed by Server 1)
9 getNumberofCities Uganda 66374 min Zone:2 (turnaround time: 100 ms, execution time: 3 ms, waiting time: 87 ms, processed by Server 2)
9 getNumberofCities Uganda 66374 min Zone:2 (turnaround time: 138 ms, execution time: 2 ms, waiting time: 107 ms, processed by Server 2)
408 getNumberofCities Honduras 40894 max Zone:5 (turnaround time: 296 ms, execution time: 125 ms, waiting time: 98 ms, processed by Server 5)
18 getNumberofCities Palau 61720 max Zone:2 (turnaround time: 121 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 2)
10 getNumberofCities Guinea 43661 min Zone:2 (turnaround time: 103 ms, execution time: 4 ms, waiting time: 84 ms, processed by Server 2)
68 getNumberofCities Gambia 76348 max Zone:1 (turnaround time: 109 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
170 getNumberofCities Philippines 58068 min Zone:5 (turnaround time: 139 ms, execution time: 9 ms, waiting time: 91 ms, processed by Server 5)
53 getNumberofCities Kazakhstan 28259 min Zone:4 (turnaround time: 96 ms, execution time: 5 ms, waiting time: 84 ms, processed by Server 4)
4297 getNumberofCities Philippines 58068 max Zone:5 (turnaround time: 120 ms, execution time: 13 ms, waiting time: 101 ms, processed by Server 5)
17 getNumberofCities Cambodia 24884 min Zone:3 (turnaround time: 93 ms, execution time: 5 ms, waiting time: 83 ms, processed by Server 3)
17 getNumberofCities Cambodia 24884 min Zone:3 (turnaround time: 92 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 3)
17 getNumberofCities Cambodia 24884 min Zone:3 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
54 getNumberofCities Poland 92826 min Zone:3 (turnaround time: 97 ms, execution time: 4 ms, waiting time: 91 ms, processed by Server 3)
0 getNumberofCities Tokelau 20003 min Zone:2 (turnaround time: 97 ms, execution time: 2 ms, waiting time: 93 ms, processed by Server 2)
3 getNumberofCities Tokelau 20003 max Zone:2 (turnaround time: 93 ms, execution time: 2 ms, waiting time: 87 ms, processed by Server 2)
7 getNumberofCities Honduras 53708 min Zone:2 (turnaround time: 97 ms, execution time: 4 ms, waiting time: 87 ms, processed by Server 2)
42 getNumberofCities Chile 51298 min Zone:2 (turnaround time: 100 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 2)
55 getNumberofCities Slovakia 14491 min Zone:1 (turnaround time: 87 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 1)
16 getNumberofCities Panama 23578 min Zone:3 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 3)
16 getNumberofCities Panama 23578 min Zone:3 (turnaround time: 101 ms, execution time: 2 ms, waiting time: 91 ms, processed by Server 3)
16 getNumberofCities Panama 23578 min Zone:3 (turnaround time: 105 ms, execution time: 13 ms, waiting time: 88 ms, processed by Server 3)
628 getNumberofCities Panama 23578 max Zone:3 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 3)
12 getNumberofCities French Guiana 12927 max Zone:3 (turnaround time: 122 ms, execution time: 4 ms, waiting time: 111 ms, processed by Server 3)
123 getNumberofCities Cambodia 50967 max Zone:1 (turnaround time: 108 ms, execution time: 4 ms, waiting time: 97 ms, processed by Server 1)
80 getNumberofCities Kenya 33072 max Zone:3 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 3)
91 getNumberofCities Kenya 40936 max Zone:4 (turnaround time: 99 ms, execution time: 2 ms, waiting time: 88 ms, processed by Server 4)
24 getNumberofCities Kenya 40936 min Zone:4 (turnaround time: 108 ms, execution time: 4 ms, waiting time: 82 ms, processed by Server 4)
44 getNumberofCities Israel 43178 min Zone:2 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 2)
1 getNumberofCities Swaziland 90025 min Zone:3 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 3)
1 getNumberofCities Swaziland 90025 min Zone:3 (turnaround time: 96 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 3)
22 getNumberofCities Swaziland 90025 max Zone:3 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 3)
138 getNumberofCities Romania 13895 min Zone:3 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 87 ms, processed by Server 3)
53 getNumberofCities Nepal 83785 max Zone:2 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 2)
53 getNumberofCities Nepal 83785 max Zone:2 (turnaround time: 90 ms, execution time: 3 ms, waiting time: 84 ms, processed by Server 2)
0 getNumberofCities Tuvalu 27155 min Zone:5 (turnaround time: 101 ms, execution time: 11 ms, waiting time: 87 ms, processed by Server 5)
2 getNumberofCities Equatorial Guinea 59582 min Zone:5 (turnaround time: 102 ms, execution time: 16 ms, waiting time: 82 ms, processed by Server 5)
14 getNumberofCities Kyrgyzstan 20947 min Zone:1 (turnaround time: 93 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
216 getNumberofCities Japan 94687 min Zone:5 (turnaround time: 131 ms, execution time: 30 ms, waiting time: 87 ms, processed by Server 5)
1106 getNumberofCities Japan 94687 max Zone:5 (turnaround time: 125 ms, execution time: 15 ms, waiting time: 103 ms, processed by Server 5)
1106 getNumberofCities Japan 94687 max Zone:5 (turnaround time: 108 ms, execution time: 10 ms, waiting time: 91 ms, processed by Server 5)
216 getNumberofCities Japan 94687 min Zone:5 (turnaround time: 100 ms, execution time: 11 ms, waiting time: 82 ms, processed by Server 5)
0 getNumberofCities Palau 81791 min Zone:1 (turnaround time: 120 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
10 getNumberofCities Kyrgyzstan 34396 min Zone:5 (turnaround time: 102 ms, execution time: 6 ms, waiting time: 88 ms, processed by Server 5)
5 getNumberofCities Honduras 79935 min Zone:4 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 4)
0 getNumberofCities Tuvalu 81590 min Zone:4 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
8 getNumberofCities Tuvalu 81590 max Zone:4 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 4)
11 getNumberofCities Kuwait 20810 max Zone:5 (turnaround time: 94 ms, execution time: 5 ms, waiting time: 85 ms, processed by Server 5)
61 getNumberofCities Kazakhstan 22421 min Zone:4 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 4)
61 getNumberofCities Kazakhstan 22421 min Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
236 getNumberofCities Kazakhstan 22421 max Zone:4 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 4)
1 getNumberofCities Swaziland 88983 min Zone:1 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 1)
7 getNumberofCities Croatia 54521 min Zone:4 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
7 getNumberofCities Croatia 54521 min Zone:4 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
5 getNumberofCities Guam 12741 min Zone:1 (turnaround time: 101 ms, execution time: 1 ms, waiting time: 89 ms, processed by Server 1)
13 getNumberofCities Suriname 87672 max Zone:2 (turnaround time: 107 ms, execution time: 8 ms, waiting time: 89 ms, processed by Server 2)
521 getNumberofCities Norway 24363 max Zone:1 (turnaround time: 105 ms, execution time: 3 ms, waiting time: 92 ms, processed by Server 1)
4520 getNumberofCities Romania 49801 max Zone:4 (turnaround time: 96 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 4)
49 getNumberofCities Romania 49801 min Zone:4 (turnaround time: 133 ms, execution time: 4 ms, waiting time: 87 ms, processed by Server 4)
49 getNumberofCities Romania 49801 min Zone:4 (turnaround time: 113 ms, execution time: 2 ms, waiting time: 87 ms, processed by Server 4)
49 getNumberofCities Romania 49801 min Zone:4 (turnaround time: 100 ms, execution time: 4 ms, waiting time: 87 ms, processed by Server 4)
35 getNumberofCities Guinea 90952 max Zone:2 (turnaround time: 95 ms, execution time: 5 ms, waiting time: 85 ms, processed by Server 2)
19 getNumberofCities Oman 70827 max Zone:3 (turnaround time: 106 ms, execution time: 8 ms, waiting time: 87 ms, processed by Server 3)
25 getNumberofCities Tunisia 57801 min Zone:2 (turnaround time: 115 ms, execution time: 4 ms, waiting time: 88 ms, processed by Server 2)
115 getNumberofCities Chile 38468 max Zone:2 (turnaround time: 94 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 2)
49 getNumberofCities Chile 38468 min Zone:2 (turnaround time: 119 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 2)
1365 getNumberofCities Netherlands 53773 max Zone:2 (turnaround time: 119 ms, execution time: 2 ms, waiting time: 88 ms, processed by Server 2)
811 getNumberofCities Hungary 25981 max Zone:4 (turnaround time: 267 ms, execution time: 41 ms, waiting time: 90 ms, processed by Server 4)
2 getNumberofCities Equatorial Guinea 42670 min Zone:4 (turnaround time: 160 ms, execution time: 6 ms, waiting time: 94 ms, processed by Server 4)
366 getNumberofCities Israel 25629 max Zone:3 (turnaround time: 201 ms, execution time: 33 ms, waiting time: 92 ms, processed by Server 3)
60 getNumberofCities Canada 90020 min Zone:3 (turnaround time: 121 ms, execution time: 4 ms, waiting time: 103 ms, processed by Server 3)
1137 getNumberofCities Canada 90020 max Zone:3 (turnaround time: 109 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 3)
1322 getNumberofCities Peru 58890 max Zone:2 (turnaround time: 343 ms, execution time: 82 ms, waiting time: 104 ms, processed by Server 2)
42 getNumberofCities Peru 58890 min Zone:2 (turnaround time: 266 ms, execution time: 3 ms, waiting time: 174 ms, processed by Server 2)
1137 getNumberofCities Canada 90020 max Zone:3 (turnaround time: 145 ms, execution time: 9 ms, waiting time: 92 ms, processed by Server 3)
1137 getNumberofCities Canada 90020 max Zone:3 (turnaround time: 114 ms, execution time: 7 ms, waiting time: 89 ms, processed by Server 3)
1 getNumberofCities Comoros 39730 min Zone:2 (turnaround time: 111 ms, execution time: 5 ms, waiting time: 83 ms, processed by Server 2)
29 getNumberofCities Chile 93272 min Zone:2 (turnaround time: 108 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 2)
9 getNumberofCities Tonga 15404 max Zone:5 (turnaround time: 588 ms, execution time: 451 ms, waiting time: 101 ms, processed by Server 5)
10 getNumberofCities Belgium 93798 min Zone:2 (turnaround time: 108 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 2)
180 getNumberofCities Canada 27234 min Zone:1 (turnaround time: 135 ms, execution time: 9 ms, waiting time: 86 ms, processed by Server 1)
1 getNumberofCities Tonga 15404 min Zone:5 (turnaround time: 577 ms, execution time: 31 ms, waiting time: 524 ms, processed by Server 5)
10 getNumberofCities Belgium 93798 min Zone:2 (turnaround time: 112 ms, execution time: 1 ms, waiting time: 89 ms, processed by Server 2)
1 getNumberofCities Bahamas 72066 min Zone:4 (turnaround time: 94 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
1 getNumberofCities Tonga 15404 min Zone:5 (turnaround time: 589 ms, execution time: 32 ms, waiting time: 534 ms, processed by Server 5)
29 getNumberofCities Netherlands 88688 min Zone:5 (turnaround time: 433 ms, execution time: 61 ms, waiting time: 344 ms, processed by Server 5)
5 getNumberofCities Togo 74465 min Zone:5 (turnaround time: 167 ms, execution time: 14 ms, waiting time: 138 ms, processed by Server 5)
3154 getNumberofCities United States 15534 min Zone:2 (turnaround time: 99 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 2)
16 getNumberofCities Togo 74465 max Zone:5 (turnaround time: 151 ms, execution time: 7 ms, waiting time: 133 ms, processed by Server 5)
16 getNumberofCities Togo 74465 max Zone:5 (turnaround time: 144 ms, execution time: 13 ms, waiting time: 119 ms, processed by Server 5)
21 getNumberofCities Nepal 15947 max Zone:1 (turnaround time: 99 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 1)
47 getNumberofCities Senegal 66335 max Zone:2 (turnaround time: 118 ms, execution time: 2 ms, waiting time: 95 ms, processed by Server 2)
21 getNumberofCities Nepal 15947 max Zone:1 (turnaround time: 148 ms, execution time: 2 ms, waiting time: 117 ms, processed by Server 1)
16 getNumberofCities French Guiana 52177 max Zone:1 (turnaround time: 108 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 1)
42 getNumberofCities Serbia 19336 min Zone:2 (turnaround time: 97 ms, execution time: 3 ms, waiting time: 88 ms, processed by Server 2)
42 getNumberofCities Serbia 19336 min Zone:2 (turnaround time: 121 ms, execution time: 7 ms, waiting time: 91 ms, processed by Server 2)
42 getNumberofCities Serbia 19336 min Zone:2 (turnaround time: 142 ms, execution time: 19 ms, waiting time: 100 ms, processed by Server 2)
358 getNumberofCities Serbia 19336 max Zone:2 (turnaround time: 103 ms, execution time: 2 ms, waiting time: 91 ms, processed by Server 2)
19 getNumberofCities Oman 70697 max Zone:1 (turnaround time: 123 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
25 getNumberofCities Oman 97622 max Zone:3 (turnaround time: 137 ms, execution time: 9 ms, waiting time: 84 ms, processed by Server 3)
827 getNumberofCities Hungary 33550 max Zone:3 (turnaround time: 95 ms, execution time: 1 ms, waiting time: 92 ms, processed by Server 3)
24 getNumberofCities Bahamas 74961 max Zone:4 (turnaround time: 93 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
1 getNumberofCities Bahamas 74961 min Zone:4 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 4)
1 getNumberofCities Bahamas 66825 min Zone:2 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 2)
29 getNumberofCities Peru 81494 min Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
29 getNumberofCities Peru 81494 min Zone:1 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
29 getNumberofCities Peru 81494 min Zone:1 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 1)
2141 getNumberofCities Ukraine 85545 max Zone:5 (turnaround time: 97 ms, execution time: 7 ms, waiting time: 85 ms, processed by Server 5)
25 getNumberofCities Haiti 16768 min Zone:1 (turnaround time: 92 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
25 getNumberofCities Haiti 16768 min Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
21 getNumberofCities Swaziland 43248 max Zone:1 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 1)
356 getNumberofCities Mexico 28005 min Zone:3 (turnaround time: 85 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 3)
27 getNumberofCities Bulgaria 38070 min Zone:4 (turnaround time: 95 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 4)
2642 getNumberofCities China 19501 max Zone:2 (turnaround time: 84 ms, execution time: 2 ms, waiting time: 80 ms, processed by Server 2)
1736 getNumberofCities China 19501 min Zone:2 (turnaround time: 84 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 2)
1736 getNumberofCities China 19501 min Zone:2 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 2)
2642 getNumberofCities China 19501 max Zone:2 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 2)
3463 getNumberofCities United Kingdom 12116 max Zone:3 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 3)
1815 getNumberofCities Indonesia 86739 max Zone:2 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 2)
47 getNumberofCities Ghana 27862 min Zone:4 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 4)
3 getNumberofCities Panama 95856 min Zone:2 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 2)
641 getNumberofCities Panama 95856 max Zone:2 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
79 getNumberofCities Tajikistan 28413 max Zone:4 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
1225 getNumberofCities Peru 14436 max Zone:1 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 1)
1225 getNumberofCities Peru 14436 max Zone:1 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 80 ms, processed by Server 1)
1225 getNumberofCities Peru 14436 max Zone:1 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
804 getNumberofCities Hungary 23445 max Zone:1 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
16171 getNumberofCities United States 73738 max Zone:1 (turnaround time: 84 ms, execution time: 3 ms, waiting time: 81 ms, processed by Server 1)
561 getNumberofCities United States 73738 min Zone:1 (turnaround time: 89 ms, execution time: 3 ms, waiting time: 84 ms, processed by Server 1)
89 getNumberofCities Haiti 87680 max Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
88 getNumberofCities Comoros 33744 max Zone:1 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 1)
118 getNumberofCities Thailand 28171 min Zone:4 (turnaround time: 96 ms, execution time: 6 ms, waiting time: 82 ms, processed by Server 4)
103 getNumberofCities Georgia 14298 max Zone:1 (turnaround time: 93 ms, execution time: 4 ms, waiting time: 87 ms, processed by Server 1)
23 getNumberofCities Georgia 14298 min Zone:1 (turnaround time: 125 ms, execution time: 2 ms, waiting time: 110 ms, processed by Server 1)
103 getNumberofCities Georgia 14298 max Zone:1 (turnaround time: 104 ms, execution time: 1 ms, waiting time: 98 ms, processed by Server 1)
103 getNumberofCities Georgia 14298 max Zone:1 (turnaround time: 132 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
123 getNumberofCities Cambodia 49041 max Zone:3 (turnaround time: 108 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 3)
1043 getNumberofCities Greece 46637 max Zone:2 (turnaround time: 105 ms, execution time: 1 ms, waiting time: 94 ms, processed by Server 2)
18 getNumberofCities Senegal 28309 min Zone:1 (turnaround time: 101 ms, execution time: 9 ms, waiting time: 88 ms, processed by Server 1)
1396 getNumberofCities Netherlands 94212 max Zone:3 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 87 ms, processed by Server 3)
26 getNumberofCities Netherlands 94212 min Zone:3 (turnaround time: 98 ms, execution time: 3 ms, waiting time: 92 ms, processed by Server 3)
119 getNumberofCities Bolivia 58876 max Zone:5 (turnaround time: 137 ms, execution time: 40 ms, waiting time: 92 ms, processed by Server 5)
296 getNumberofCities Slovenia 71654 max Zone:5 (turnaround time: 143 ms, execution time: 25 ms, waiting time: 110 ms, processed by Server 5)
23 getNumberofCities Georgia 14552 min Zone:1 (turnaround time: 102 ms, execution time: 4 ms, waiting time: 86 ms, processed by Server 1)
2 getNumberofCities Slovenia 71654 min Zone:5 (turnaround time: 155 ms, execution time: 53 ms, waiting time: 90 ms, processed by Server 5)
17 getNumberofCities Slovakia 36068 min Zone:4 (turnaround time: 101 ms, execution time: 1 ms, waiting time: 87 ms, processed by Server 4)
2 getNumberofCities Slovenia 71654 min Zone:5 (turnaround time: 146 ms, execution time: 11 ms, waiting time: 122 ms, processed by Server 5)
152 getNumberofCities Slovakia 36068 max Zone:4 (turnaround time: 104 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
7 getNumberofCities Chad 29400 min Zone:3 (turnaround time: 94 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 3)
63 getNumberofCities Uganda 11116 min Zone:5 (turnaround time: 106 ms, execution time: 14 ms, waiting time: 83 ms, processed by Server 5)
16 getNumberofCities French Guiana 46121 max Zone:4 (turnaround time: 93 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 4)
366 getNumberofCities Ireland 93817 max Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 1)
3 getNumberofCities Ireland 93817 min Zone:1 (turnaround time: 102 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
3 getNumberofCities Ireland 93817 min Zone:1 (turnaround time: 109 ms, execution time: 2 ms, waiting time: 105 ms, processed by Server 1)
3 getNumberofCities Ireland 93817 min Zone:1 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
6 getNumberofCities Gambia 24738 min Zone:1 (turnaround time: 127 ms, execution time: 1 ms, waiting time: 100 ms, processed by Server 1)
0 getNumberofCities Guam 87680 min Zone:2 (turnaround time: 168 ms, execution time: 70 ms, waiting time: 93 ms, processed by Server 2)
0 getNumberofCities Tuvalu 26516 min Zone:2 (turnaround time: 107 ms, execution time: 2 ms, waiting time: 103 ms, processed by Server 2)
384 getNumberofCities Pakistan 99381 max Zone:3 (turnaround time: 103 ms, execution time: 14 ms, waiting time: 84 ms, processed by Server 3)
384 getNumberofCities Pakistan 99381 max Zone:3 (turnaround time: 152 ms, execution time: 8 ms, waiting time: 97 ms, processed by Server 3)
1 getNumberofCities Tonga 17862 min Zone:5 (turnaround time: 126 ms, execution time: 37 ms, waiting time: 85 ms, processed by Server 5)
1291 getNumberofCities China 41519 min Zone:5 (turnaround time: 173 ms, execution time: 37 ms, waiting time: 103 ms, processed by Server 5)
8838 getNumberofCities Mexico 89833 max Zone:2 (turnaround time: 127 ms, execution time: 24 ms, waiting time: 87 ms, processed by Server 2)
143 getNumberofCities Mexico 89833 min Zone:2 (turnaround time: 155 ms, execution time: 9 ms, waiting time: 89 ms, processed by Server 2)
1291 getNumberofCities China 41519 min Zone:5 (turnaround time: 290 ms, execution time: 167 ms, waiting time: 114 ms, processed by Server 5)
744 getNumberofCities Sweden 21133 max Zone:2 (turnaround time: 172 ms, execution time: 50 ms, waiting time: 85 ms, processed by Server 2)
1291 getNumberofCities China 41519 min Zone:5 (turnaround time: 316 ms, execution time: 25 ms, waiting time: 258 ms, processed by Server 5)
87 getNumberofCities Haiti 65855 max Zone:5 (turnaround time: 306 ms, execution time: 15 ms, waiting time: 269 ms, processed by Server 5)
