189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 117 ms, execution time: 9 ms, waiting time: 89 ms, processed by Server 4)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
2501302 getPopulationofCountry Panama Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1907246 getPopulationofCountry Tajikistan Zone:1 (turnaround time: 88 ms, execution time: 0 ms, waiting time: 85 ms, processed by Server 1)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
2579609 getPopulationofCountry Oman Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
44135 getPopulationofCountry Greenland Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 1)
2579609 getPopulationofCountry Oman Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3645095 getPopulationofCountry Uganda Zone:1 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
64035243 getPopulationofCountry Indonesia Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7097388 getPopulationofCountry Belarus Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
276340 getPopulationofCountry Swaziland Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
276340 getPopulationofCountry Swaziland Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
276340 getPopulationofCountry Swaziland Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
276340 getPopulationofCountry Swaziland Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
447039 getPopulationofCountry Equatorial Guinea Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
673504000 getPopulationofCountry China Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
1182883 getPopulationofCountry Slovenia Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1182883 getPopulationofCountry Slovenia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
8652407 getPopulationofCountry Portugal Zone:4 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
266998322 getPopulationofCountry United States Zone:4 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 4)
266998322 getPopulationofCountry United States Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
266998322 getPopulationofCountry United States Zone:4 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
24859223 getPopulation
